Name;Kategorie;Dichte;Bezugseinheit;Energie, Kilojoule;Energie, Kalorien;Fett, total (g);Fettsäuren, gesättigt (g);Fettsäuren, einfach ungesättigt (g);Fettsäuren, mehrfach ungesättigt (g);Cholesterin (mg);Kohlenhydrate, verfügbar (g);Zucker (g);Stärke (g);Nahrungsfasern (g);Protein (g);Salz (NaCl) (g);Alkohol (g);Wasser (g);Vitamin A-Aktivität, RE (µg-RE);Vitamin A-Aktivität, RAE (µg-RE);All-trans Retinol-Äquivalente (µg-RE);Betacarotin-Aktivität (µg-BCE);Betacarotin (µg);Vitamin B1 (Thiamin) (mg);Vitamin B2 (Riboflavin) (mg);Vitamin B6 (Pyridoxin) (mg);Vitamin B12 (Cobalamin) (µg);Niacin (mg);Folat (µg);Pantothensäure (mg);Vitamin C (Ascorbinsäure) (mg);Vitamin D (Calciferol) (µg);Vitamin E-Aktivität (mg-ATE);Kalium (K) (mg);Natrium (Na) (mg);Chlorid (Cl) (mg);Calcium (Ca) (mg);Magnesium (Mg) (mg);Phosphor (P) (mg);Eisen (Fe) (mg);Jod (I) (µg);Zink (Zn)  (mg);Selen (Se) (µg)
Sojamehl, entfettet, ;Getreideprodukte, Hülsenfrüchte und Kartoffeln/Mehle und Stärke;;pro 100g ;1240;296;1,2;0,2;0,2;0,7;0;7,5;7,4;0;24,5;51,5;0,1;0;14,2;4;2;0;24;-;0,69;0,25;0,57;0;2,6;303;1,98;0;0;0,04;2400;20;130;240;300;670;9,2;0,8;2,5;-
Sojamehl, vollfett, ;Getreideprodukte, Hülsenfrüchte und Kartoffeln/Mehle und Stärke;;pro 100g ;1660;398;20,6;2,7;3,5;12,1;0;3,1;3,1;0;18,5;40,8;0;0;12,5;11;6;0;66;-;0,77;0,28;0,51;0;2,2;190;1,8;0;0;1,5;1870;4;110;200;250;550;12;0,5;4,9;-
Sojaöl, ;Fette und Öle/Öle;0,9;pro 100 ml;3330;810;90;13,2;19,9;53,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,49;0,9;0;0;0;0;0;0;0;0;-
Sojasprossen, roh, Sojakeime;Gemüse/Sprossen und Keimlinge;;pro 100g ;231;55;1;0,1;0,1;0,7;0;4,7;4,6;0;2,4;5,5;0,1;0;85,6;24;12;0;144;-;0,16;0,16;0,16;0;1,5;160;1,4;20;0;0,1;240;30;47;32;19;75;0,9;2;1;-
Sonnenblumenkerne, ;Nüsse, Samen und Ölfrüchte;;pro 100g ;2660;641;53;5,1;20,3;25,4;0;12;2,1;9,4;8;25,1;0;0;4,5;5;3;0;30;30;1,48;0,36;1,34;0;8,3;227;1,13;1;0;34,5;750;3,6;50;92;330;670;5;5;5,8;-
Sonnenblumenöl, ;Fette und Öle/Öle;0,9;pro 100 ml;3330;810;90;9,8;27,7;49,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51,75;0,9;0,9;0,9;0,9;0;0;0,1;0;0;-
Sonnenblumenöl HO (high oleic), raffiniert, ;Fette und Öle/Öle;0,9;pro 100 ml;3330;810;90;6,3;67,5;11,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;0;0;0;0;0;0;0;0;0;-
Sorbet, Frucht, ;Süssigkeiten/Glacen auf Wasserbasis;0,7;pro 100g ;581;137;0;0;0;0;0;32,1;32,1;0;0,4;0,2;0;0,9;65,8;3;1;0;16;16;0,02;0,01;0,01;0;0,07;5;0,05;10;0;0,05;41;1;3;12;4;6;0,2;2,6;0,1;-
Spargel, gedämpft (ohne Zugabe von Salz), ;Gemüse/Gemüse gekocht (inkl. Konserven);;pro 100g ;115;27;0,2;0;0;0;0;3,3;3,2;0,1;1,7;2,2;0;0;92,6;98;49;0;590;523;0,12;0,12;0,07;0;0,88;76,8;0,17;10,5;0;1,7;230;2,6;50;21;16;53;0,7;6,7;0,4;-
Spargel, roh, ;Gemüse/Gemüse frisch;;pro 100g ;115;27;0,2;0;0;0;0;3,3;3,2;0,1;1,7;2,2;0;0;92;98;49;0;590;581;0,15;0,13;0,08;0;1,1;128;0,2;14;0;1,7;270;3;53;22;18;56;0,9;7;0,4;-
Spinat, gedämpft (ohne Zugabe von Salz), ;Gemüse/Gemüse gekocht (inkl. Konserven);;pro 100g ;125;30;0,5;0,1;0;0,3;0;1,1;0,9;0,1;3,4;3,6;0,2;0;91,4;703;351;0;4215;3700;0,08;0,26;0,24;0;0,74;95,6;0,27;28,9;0;2,42;590;73;68;130;69;65;2,8;15;0,7;-
Spinatkuchen, gebacken (mit Blätterteig), Spinatwähe;Gerichte/Kuchen und Gratins;;pro 100g ;739;178;12,2;6,5;3,4;0,9;51;10,2;1,5;8,6;2,1;5,8;1,1;0;69,9;440;269;98;2055;1628;0,1;0,18;0,15;0,09;0,74;40,3;0,33;10,1;0,3;1,43;400;450;710;89;43;83;2;11;0,8;-
Spinatkuchen, gebacken (mit Kuchenteig), Spinatwähe;Gerichte/Kuchen und Gratins;;pro 100g ;751;180;11,4;6;3,2;0,9;48;12,3;1,5;10,7;2,2;6,1;1,1;0;68,2;431;261;90;2051;1625;0,1;0,18;0,15;0,09;0,76;40,5;0,34;10,1;0,3;1,42;410;450;710;89;44;86;2;11;0,8;-
Spinat, roh, ;Gemüse/Gemüse frisch;;pro 100g ;95;23;0,4;0,1;0;0,2;0;0,8;0,7;0,1;2,6;2,7;0,2;0;91,7;534;267;0;3204;3124;0,08;0,22;0,21;0;0,7;121,2;0,24;40;0;1,84;530;65;54;100;58;52;2,7;12;0,6;-
Spirituosen 40 vol% (z.B. Vodka, Gin), ;Alkoholhaltige Getränke/Spirituosen;0,95;pro 100 ml;920;222;0;0;0;0;0;0;0;0;0;0;0;31,7;63,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,8;2,9;0;0;0;3,8;0;0;0;-
Spitzbube (Mürbeteiggebäck mit Konfitüre), ;Süssigkeiten/Sonstige süsse Backwaren;;pro 100g ;2090;499;25,6;15,1;5,9;1,4;67;60,3;30,9;29,1;1,9;5,8;0,1;0;6,9;262;251;241;127;109;0,07;0,04;0,06;0;0,54;3,7;0,17;1;0,4;0,52;110;33;60;14;16;60;1;0,9;0,6;-
Stachelbeere, roh, ;Früchte/Früchte frisch;;pro 100g ;145;35;0,1;0;0;0;0;6,2;6,2;0;3,2;0,6;0;0;88,8;14;7;0;82;70;0,04;0,03;0,02;0;0,3;19;0,2;40;0;0,4;210;1;0,9;20;9;34;0,6;0,9;0,2;-
Stangensellerie, gedämpft (ohne Zugabe von Salz), ;Gemüse/Gemüse gekocht (inkl. Konserven);;pro 100g ;64;15;0,1;0;0;0;0;1,6;1,6;0;2,1;1;0,2;0;95,2;101;51;0;606;546;0,04;0,04;0,06;0;0,34;11,5;0,36;6,4;0;0,21;280;99;130;53;13;32;0,4;1;0,1;-
Stangensellerie, roh, ;Gemüse/Gemüse frisch;;pro 100g ;61;15;0,1;0;0;0;0;1,5;1,5;0;2;0,9;0,3;0;94,4;95;48;0;570;570;0,05;0,04;0,07;0;0,4;18;0,4;8;0;0,2;310;110;130;52;14;32;0,5;1;0,1;-
Steinpilz, gedünstet (ohne Zugabe von Fett und Salz), ;Gemüse/Pilze;;pro 100g ;200;48;0,5;0,1;0;0,2;0;0,6;0,1;0;7,3;6,6;0;0;86,9;1;1;0;7;7;0,03;0,37;0,03;0;4,78;18,3;2,7;2,2;3,8;0,19;320;6,4;35;5;12;98;1;4,2;1,6;-
Steinpilz, roh, ;Gemüse/Pilze;;pro 100g ;164;39;0,4;0,1;0;0,2;0;0,5;0,1;0;6;5,4;0;0;88,6;1;1;0;6;6;0,03;0,37;0,03;0;4,9;25;2,7;2,5;3,1;0,16;340;6;30;4,2;12;85;1;3,6;1,5;-
St. Galler Bürli (halbweiss), ;Brote, Flocken und Frühstückscerealien/Brote und Brotwaren;;pro 100g ;979;231;1;0,1;0,1;0,5;0;44,6;0,3;43,9;3,5;9,1;2,1;0;42,5;0;0;0;0;0;0,15;0,07;0,18;0;0,78;20,7;0,37;0;0;0,27;140;840;1280;16;37;130;1,7;1,2;1,2;-
St. Galler Schüblig, ;Fleisch- und Wurstwaren/Brühwurstware;;pro 100g ;1210;292;26,3;9,7;12,5;2,8;42;0,2;0,2;0;0;13,6;2,1;0;59,9;6;5;5;4;3;0,09;0,11;0,05;1,19;2,02;0,9;0,17;52,2;0;0,32;76;850;1280;5;8,4;140;0,9;0,4;1,7;-
St. Paulin, ;Milch und Milchprodukte/Hartkäse;;pro 100g ;1220;294;23;13,8;5,4;1,1;69;0;0;0;0;21,8;2;0;55;273;262;250;140;-;0,04;0,32;0,06;2;0,1;18;0,8;0;0,5;0,69;80;800;1100;700;35;500;0,4;35;4;-
Strudelteig, ungebacken, ;Getreideprodukte, Hülsenfrüchte und Kartoffeln/Teige;;pro 100g ;991;234;2,5;0,3;1,4;0,6;0;44,3;0,2;43,6;2;7,6;1,9;0;44,3;0;0;0;0;0;0,13;0,02;0,1;0;0,51;10,2;0,31;0;0;0,71;110;750;1150;9,5;22;77;1;0,9;0,7;-
Surimi, ;Fisch/Fischerzeugnisse;;pro 100g ;344;81;0,7;0;0;0;35;6,1;0;6,1;0;12,6;1,8;0;76,3;28;28;28;0;0;0,02;0,04;0,02;1;0,2;0;0;0;0;0;64;700;0;13;14;60;0,3;0;0;-
Süsskartoffel, gedämpft (ohne Zugabe von Salz), ;Getreideprodukte, Hülsenfrüchte und Kartoffeln/Kartoffeln;;pro 100g ;351;83;0,1;0;0;0;0;17,5;4,3;12,9;3,1;1,6;0,1;0;77,8;760;380;0;4561;4105;0,07;0,06;0,18;0;0,51;6,7;0,69;15,8;0;0,27;370;51;45;40;25;51;0,5;2,3;0,3;-
Süsskartoffel, roh, ;Getreideprodukte, Hülsenfrüchte und Kartoffeln/Kartoffeln;;pro 100g ;344;81;0,1;0;0;0;0;17,1;4,2;12,7;3;1,6;0,1;0;77,3;745;373;0;4470;4470;0,08;0,06;0,21;0;0,56;11;0,8;19,3;0;0,26;420;55;46;41;26;52;0,6;2,4;0,3;-
Taboulé, zubereitet (mit Bulgur), ;Gerichte/Salate;;pro 100g ;475;114;5,5;0,7;3,9;0,6;0;12,1;1,2;10,7;2,9;2,5;0,4;0;77,2;36;18;0;213;199;0,07;0,03;0,06;0;0,94;20,4;0,28;8,1;0;2,05;140;150;250;20;23;71;0,8;2,2;0,5;-
Taboulé, zubereitet (mit Couscous), ;Gerichte/Salate;;pro 100g ;560;134;6,1;0,7;4,4;0,6;0;16,1;1,5;14,6;1,2;2,9;0,4;0;73,9;40;20;0;239;222;0,03;0,03;0,04;0;0,55;18,4;0,17;9,2;0;2,05;120;170;290;18;11;32;0,4;2,1;0,5;-
Tartarsauce, selbst zubereitet mit Rapsöl-Mayonnaise, ;Verschiedenes/Saucen;;pro 100g ;1580;384;40,1;3,7;23,1;10,4;151;1,9;1,9;0,1;0,6;3,6;0,3;0;53,8;96;80;65;188;178;0,05;0,09;0,07;0,5;0,2;26,8;0,69;8,3;0,8;12,7;100;140;150;27;6,4;79;0,9;6,7;0,6;-
Tee, ungezuckert, ;Alkoholfreie Getränke/Tee;1;pro 100 ml;0;0;0;0;0;0;0;0;0;0;0;0;0;0;99,9;0;0;0;0;0;0;0;0;0;0,1;5;0;0;0;0;19;0;1;0;1;1;0;1;0;-
Teigwarenauflauf mit Schinken, zubereitet, ;Gerichte/Kuchen und Gratins;;pro 100g ;698;166;6,9;3,4;1,9;0,6;96;15,1;1,4;13,6;1;10,4;1,2;0;66,7;75;73;71;29;27;0,09;0,15;0,09;0,38;1,12;8,9;0,5;8,5;0,6;0,21;140;480;750;130;19;180;0,7;11;1,2;-
Teigwaren mit Ei, gekocht im Salzwasser (unjodiert), Eierteigwaren;Getreideprodukte, Hülsenfrüchte und Kartoffeln/Teigwaren;;pro 100g ;581;137;1,1;0,2;0,1;0,4;32;26,3;1,4;24,1;1,3;5;0,9;0;66,4;24;24;24;0;0;0,05;0,02;0,02;0;0,64;5,8;0,1;0;0;0,08;49;340;520;8,3;13;55;0,8;1,4;0,5;-
Teigwaren mit Ei, trocken, Eierteigwaren;Getreideprodukte, Hülsenfrüchte und Kartoffeln/Teigwaren;;pro 100g ;1550;365;2,8;0,5;0,4;1;86;69,9;3,7;64;3,4;13,3;0;0;10,7;63;63;63;0;0;0,17;0,07;0,06;0;1,9;22;0,3;0;0;0,21;220;17;31;23;42;150;3;3,3;1,3;86
Teigwaren ohne Ei, gekocht im Salzwasser (unjodiert), ;Getreideprodukte, Hülsenfrüchte und Kartoffeln/Teigwaren;;pro 100g ;698;165;0,6;0,1;0;0,2;0;32,8;0,2;32,5;2,4;5,9;1;0;58,9;0;0;0;0;0;0,04;0,02;0,07;0;0,84;10,1;0,13;0;0;0,09;56;420;640;9,8;22;73;0,5;0,5;0,7;-
Teigwaren ohne Ei, trocken, ;Getreideprodukte, Hülsenfrüchte und Kartoffeln/Teigwaren;;pro 100g ;1500;353;1,2;0,2;0,1;0,5;0;70,5;0,4;69,7;5,1;12,6;0;0;10;0;0;0;0;0;0,09;0,06;0,17;0;2;31;0,3;0;0;0,2;200;5;22;22;56;170;1,5;0,6;1,5;51
Teigwaren ohne Ei, Vollkorn, gekocht im Salzwasser (unjodiert), ;Getreideprodukte, Hülsenfrüchte und Kartoffeln/Teigwaren;;pro 100g ;665;158;1,2;0,2;0,1;0,5;0;28,2;0,3;27,7;5,4;5,9;1;0;59,8;0;0;0;0;0;0,27;0,04;0,08;0;1,3;13;0,34;0;0;0,09;110;420;640;15;48;160;1,4;1,1;1,4;-
Teigwaren ohne Ei, Vollkorn, trocken, ;Getreideprodukte, Hülsenfrüchte und Kartoffeln/Teigwaren;;pro 100g ;1430;338;2,5;0,4;0,3;1,1;0;60,6;0,7;59,5;11,5;12,6;0;0;10,5;0;0;0;0;0;0,67;0,11;0,2;0;3,1;40;0,8;0;0;0,2;390;5;22;34;120;370;3,9;1,9;3;-
Teigwarensalat mit französischer Sauce, ;Gerichte/Salate;;pro 100g ;545;130;5,8;0,9;2,3;2,1;52;13,2;1;12,1;1,3;5,5;0,7;0;74,3;45;30;15;177;159;0,09;0,06;0,09;0,12;0,99;18,1;0,39;11,2;0,3;2,21;140;300;440;18;16;86;0,5;4,8;0,6;-
Teigwarensalat mit italienischer Sauce, ;Gerichte/Salate;;pro 100g ;556;133;6,1;0,9;4;0,6;48;13,3;1;12,2;1,3;5,5;0,7;0;74;45;30;15;181;163;0,09;0,06;0,1;0,11;0,99;17,7;0,38;11,3;0,3;1,7;140;280;420;17;15;84;0,5;4,6;0,6;-
Teilentrahmte Milch, pasteurisiert, ;Milch und Milchprodukte/Milch;1;pro 100 ml;236;56;2,8;1,7;0,7;0,1;11;4,7;4,7;0;0;3,1;0,1;0;88,4;35;33;32;15;14;0,02;0,19;0,02;0,27;0,1;5,1;0,3;0,6;0;0,07;160;39;96;120;10;90;0;9,2;0,4;1,2
Teilentrahmte Milch, UHT, ;Milch und Milchprodukte/Milch;1;pro 100 ml;238;57;2,8;1,7;0,7;0,1;11;4,6;4,6;0;0;3,3;0,1;0;88,4;34;33;32;14;14;0,02;0,19;0,03;0,16;0,12;4,3;0,37;0,5;0,1;0,09;160;38;96;120;10;94;0;10;0,4;1,2
Tessinerbrot, ;Brote, Flocken und Frühstückscerealien/Brote und Brotwaren;;pro 100g ;1360;323;5,2;0,7;1,5;2,9;0;57,1;0,6;56;2,9;10,3;1,7;0;25,4;0;0;0;0;0;0,16;0,07;0,14;0;0,95;28,3;0,37;0;0;2,04;170;670;1040;13;29;110;1,3;1,1;1;-
Tête de Moine, ;Milch und Milchprodukte/Hartkäse;;pro 100g ;1730;417;35,5;21,3;8,3;1,6;107;0;0;0;0;24,2;2,3;0;35,2;502;486;470;190;-;0,01;0,27;0,27;1,6;0,08;24;0,32;0;0,7;0,59;84;930;1360;700;27;510;0,1;28;3,9;-
Thon im Öl, abgetropft, ;Fisch/Meeresfische;;pro 100g ;780;186;8,4;1,5;2,6;3,7;33;0;0;0;0;27,6;0,9;0;62,4;6;6;6;0;0;0,02;0,1;0,52;5;14;5;0,3;0;2,4;2;270;350;0;10;33;200;1,2;43;0,6;-
Thon im Wasser, abgetropft, ;Fisch/Meeresfische;;pro 100g ;494;117;1,6;0,5;0,4;0,5;54;0;0;0;0;25,6;1;0;72;372;372;372;0;0;0,02;0,07;0,37;3;11,2;7;0,3;0;2,2;0,9;280;420;0;9;28;160;1,6;0;0,7;-
Thonsalat an Essig-Öl-Sauce (aus Thon im Wasser), ;Gerichte/Salate;;pro 100g ;456;109;4,8;0,7;3,2;0,6;16;6,8;3,2;3,6;1,1;9;0,8;0;78,3;130;121;113;103;99;0,03;0,05;0,16;0,91;3,95;16,5;0,29;3,6;0,7;1,76;190;330;67;8,7;18;77;0,8;0,6;0,4;-
Thunfisch, roh, ;Fisch/Meeresfische;;pro 100g ;627;149;6,2;1,8;1,6;2,2;38;0;0;0;0;23,4;0,1;0;69;372;372;372;0;0;0,22;0,12;0,6;6,8;9;15;0,9;0;4,2;1;330;39;140;28;34;200;1,1;50;0,8;-
Thymian, roh, ;Gemüse/Kräuter;;pro 100g ;219;52;1,2;0,6;0,1;0,3;0;7,3;7,3;0,1;3;1,5;0;0;85;475;238;0;2851;2851;0,08;0,07;0,15;0;0,8;19,5;0;0;0;0,8;130;9;32;310;36;32;20;1;1;-
Tilsiter, pasteurisiert, vollfett, ;Milch und Milchprodukte/Hartkäse;;pro 100g ;1460;351;28;16,8;6,6;1,3;84;0;0;0;0;24,1;1,4;0;42;299;287;274;150;150;0,05;0,27;0,06;1,64;0,21;30;0,41;0;0,5;0,76;60;550;850;840;29;510;0,1;7,3;3,7;-
Tilsiter, Rohmilch, vollfett, ;Milch und Milchprodukte/Hartkäse;;pro 100g ;1560;376;30,2;18,1;7,1;1,4;91;0;0;0;0;25,6;1,7;0;39,6;299;287;274;150;150;0,05;0,38;0,06;1,33;0,23;33;0,44;0;0,6;0,84;98;690;1060;900;24;540;0,3;7,9;4,2;-
Tirolercake, ;Süssigkeiten/Kuchen, Torten und Cake;;pro 100g ;1720;411;23,2;10,3;9;1,8;114;41,1;20,5;20,2;2,5;8,2;0,1;0;25,7;158;153;148;62;52;0,1;0,11;0,11;0,26;0,42;12,9;0,57;0,3;0,7;2,87;250;53;100;55;39;130;1,7;8,4;1,1;-
Toastbrot mit Butter, ;Brote, Flocken und Frühstückscerealien/Brote und Brotwaren;;pro 100g ;1330;316;10,4;6;2,4;0,9;42;45,7;2,7;42,6;2,2;8,9;1,4;0;33,4;105;101;98;43;37;0,11;0,12;0,06;0,1;0,7;22;0,36;0,2;0,2;0,3;180;540;860;46;14;88;0,5;4,9;0,6;-
Toastbrot mit Pflanzenölen, ;Brote, Flocken und Frühstückscerealien/Brote und Brotwaren;;pro 100g ;1390;332;12,2;2;5;4,5;20;45,6;2,7;42,6;2,2;8,8;1,4;0;31,8;21;20;19;8;7;0,11;0,12;0,06;0,1;0,7;22;0,36;0,2;0,1;3,53;170;540;860;45;14;86;0,5;4,9;0,6;-
Tofu, ;Fleischersatzprodukte;;pro 100g ;337;81;4,8;0,1;1,1;2,7;0;0,7;0;0;1,2;8,1;0;0;84,6;9;5;0;54;-;0,08;0,05;0,05;0;1,2;15;0,09;0;0;0,01;120;7;16;110;99;97;5,4;10;0,8;-
Tomate, gedünstet (ohne Zugabe von Fett und Salz), ;Gemüse/Gemüse gekocht (inkl. Konserven);;pro 100g ;117;28;0,4;0,1;0,1;0,2;0;4,2;4,2;0;1,6;1,1;0;0;92,8;100;50;0;600;511;0,05;0,05;0,09;0;0,75;15,8;0,36;23;0;1,32;290;2,1;39;11;8,3;22;0,2;1,4;0,1;-
Tomate, geschält (Konserve), Pelati;Gemüse/Gemüse gekocht (inkl. Konserven);;pro 100g ;82;20;0,2;0;0;0,1;0;3;2,9;0,1;1;0,9;0,3;0;93,8;71;35;0;423;353;0,05;0,03;0,06;0;0,7;11;0,2;13;0;1;240;100;360;16;12;20;0,7;2;0,1;-
Tomatenkuchen, gebacken (mit Blätterteig), Tomatenwähe;Gerichte/Kuchen und Gratins;;pro 100g ;646;155;11,1;6,2;2,7;0,8;74;10;2,6;7,3;1;3,5;0,4;0;74,6;164;138;113;302;267;0,05;0,08;0,07;0,17;0,39;13,3;0,39;8,7;0,5;0,77;170;140;240;34;9,8;61;0,6;5,6;0,4;-
Tomatenkuchen, gebacken (mit Kuchenteig), Tomatenwähe;Gerichte/Kuchen und Gratins;;pro 100g ;659;158;10,2;5,6;2,5;0,8;72;12,3;2,6;9,6;1,1;3,9;0,4;0;72,7;154;129;104;298;263;0,06;0,08;0,07;0,17;0,41;13,6;0,41;8,7;0,4;0,76;180;140;230;34;11;64;0,6;5,6;0,4;-
Tomatenpüree, Tomatenmark;Gemüse/Gemüse gekocht (inkl. Konserven);;pro 100g ;326;77;0,2;0;0;0,1;0;12,9;12,4;0,4;2,8;4,5;0,6;0;76,7;76;38;0;456;456;0,22;0,12;0,44;0;3,5;54;1;38;0;5,37;1150;240;490;48;48;94;1,6;4;0,7;-
Tomatensaft, ;Alkoholfreie Getränke/Frucht- und Gemüsesäfte,Gemüse/Gemüsesäfte;1,1;pro 100 ml;65;15;0;0;0;0,1;0;3;2,1;0,1;0,1;0,8;0,5;0;95,3;66;33;0;397;397;0,03;0,03;0,05;0;0,4;16;0,22;9,9;0;0,82;220;220;400;14;13;26;0,5;2;0,2;-
Tomatensauce, ;Verschiedenes/Saucen;;pro 100g ;288;69;2,1;0,5;0,9;0,6;0;9,7;4,1;5,5;1,9;1,8;1,4;0;82,5;121;62;3;709;709;0,06;0,05;0;0;1;12;0,3;11;0,1;0,5;360;540;0;23;17;33;1,4;1,6;0,4;-
Tomatensuppe, ;Gerichte/Eintöpfe und Suppen;1;pro 100g ;177;42;1,1;0.5;0,4;0;1;6,6;3,5;3,1;0,7;1;1;0;89;25;12;0;147;147;0,03;0,02;0,06;0;0,6;6;0,2;7;0;0,08;140;410;330;8;8;16;0,4;3;0,2;-
Tomate, roh, ;Gemüse/Gemüse frisch;;pro 100g ;89;21;0,3;0,1;0,1;0,1;0;3,2;3,2;0;1,2;0,8;0;0;93,8;76;38;0;456;432;0,05;0,04;0,08;0;0,6;24;0,3;20,6;0;1;220;1,6;30;8,5;6,3;17;0,2;1,1;0,1;-
Tomme, ;Milch und Milchprodukte/Weichkäse;;pro 100g ;1180;284;22,5;13,5;5,3;1;68;0;0;0;0;20,3;1,8;0;55;191;183;175;100;100;0,01;0,4;0,18;1,8;0,12;24;0,36;0;0,2;0,59;76;720;980;290;18;230;0,1;0;1,9;-
Traubenkernöl, ;Fette und Öle/Öle;0,9;pro 100 ml;3330;810;90;10,1;16,7;58,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28,8;0,9;0;0;0;0;0;0;0;0;-
Traubensaft, ;Früchte/Fruchtsäfte,Alkoholfreie Getränke/Frucht- und Gemüsesäfte;1;pro 100 ml;262;62;0,1;0;0;0;0;15;14,8;0;0;0,2;0;0;83,5;1;0;0;3;3;0,03;0,03;0,02;0;0,24;3;0,04;1,7;0;0;140;2;2;17;10;14;0,3;1;0,1;-
Traubenzucker, Glukose,Dextrose;Süssigkeiten/Zucker und Süssstoffe;;pro 100g ;1700;399;0;0;0;0;0;99,8;99,8;0;0;0;0;0;0,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;1;0;0;0,3;0;0;-
Traube, roh, Weintraube;Früchte/Früchte frisch;;pro 100g ;292;69;0,3;0,1;0;0,1;0;15,2;15;0;1,5;0,7;0;0;81,1;1;0;0;4;3;0,05;0,03;0,07;0;0,23;43;0,06;4,2;0;0,67;200;2;2;12;7,6;19;0,4;1;0,1;-
Trinkwasser (Mittelwert Schweiz), ;Alkoholfreie Getränke/Trinkwasser;1;pro 100 ml;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;7;1;0;0;0;0;-
Trockenfleisch, Hobelfleisch,Bündnerfleisch;Fleisch- und Wurstwaren/Rohwurstware;;pro 100g ;804;190;3,5;1,6;1,5;0,2;84;0,4;0,4;0;0;39,3;4,1;0;52,2;3;3;3;0;0;0,08;0,22;0,56;1,6;10,2;0;1,2;1,1;0;0;640;1620;2610;0;37;330;4;0;6,5;14
Truthahn, Brust, Schnitzel oder Geschnetzeltes, grebraten (ohne Zusatz von Fett und Salz), ;Fleisch und Innereien/Geflügel;;pro 100g ;617;146;1,8;0,4;0,4;0,4;50;0;0;0;0;32,4;0,2;0;65,8;4;4;4;0;0;0,11;0,13;0,3;0,61;9,93;5,4;0,86;0;0;0;400;72;0;11;35;240;0,9;2;2,4;12
Truthahn, Brust, Schnitzel oder Geschnetzeltes, roh, ;Fleisch und Innereien/Geflügel;;pro 100g ;457;108;1,3;0,3;0,3;0,3;37;0;0;0;0;24;0,2;0;73,5;3;3;3;0;0;0,12;0,1;0,4;0,7;9,19;8;0,8;0;0;0;330;63;0;7,9;32;210;0,7;1,5;1,8;8,9
Vacherin Mont d'Or, ;Milch und Milchprodukte/Weichkäse;;pro 100g ;1160;279;23,2;13,9;5,4;1,1;70;0;0;0;0;17,2;1,7;0;56,8;503;492;480;140;-;0,01;0,26;0,26;2,06;0,2;51,5;0,4;0;0,5;0,64;78;690;1010;430;20;300;0,1;20;1,9;-
Vanillecrème, gekocht, ;Süssigkeiten/Cremen und Pudding;;pro 100g ;460;110;4,6;2,3;1,3;0,4;78;12,7;11,6;1,2;0;4,2;0,1;0;78,3;60;59;57;18;15;0,03;0,19;0,03;0,4;0,08;10,9;0,49;0,5;0,5;0,14;140;50;100;100;9,4;100;0,3;12;0,5;-
Vinaigrette (mit Rapsöl), ;Fette und Öle/Salatsaucen;1,1;pro 100 ml;1050;255;25,3;2,5;14,3;6,5;152;2,3;1,9;0,3;0,5;4,4;0,3;0;67,5;52;51;49;20;14;0,04;0,09;0,07;0,37;0,11;20,4;0,64;2,2;0,9;7,46;86;120;61;27;8,1;80;0,8;12;0,6;-
Vitello tonnato mit Garnitur, ;Fleisch und Innereien/Kalb;;pro 100g ;764;183;11,6;2,7;3,5;3,8;116;0,6;0,6;0;0,2;19;0,6;0;68,6;42;36;30;68;64;0,04;0,2;0,22;1,86;4,69;15,5;0,84;2,5;0,8;3,33;190;250;190;27;19;150;1,3;13;2,7;-
Vitello tonnato ohne Garnitur, ;Fleisch und Innereien/Kalb;;pro 100g ;887;213;13,3;3,1;3,8;4,7;86;0,3;0,3;0;0;22,9;0,7;0;63,5;20;20;19;11;10;0,04;0,22;0,27;2,27;6;8,8;0,79;0;0,7;4,09;200;270;220;27;23;160;1,5;13;3,2;-
Vollkornreiswaffel, ;Brote, Flocken und Frühstückscerealien/Knäckebrote, Zwieback, Crackers und Waffeln;;pro 100g ;1650;390;2,8;0,6;1;1;0;81,5;1,5;80;4,2;7,7;0,8;0;5,8;0;0;0;0;0;0,06;0,17;0,15;0;7,81;21;1;0;0;0,72;290;330;0;11;130;360;1,5;0;3;-
Vollmilch, pasteurisiert, ;Milch und Milchprodukte/Milch;1;pro 100 ml;282;68;4;2,4;0,9;0,2;15;4,7;4,7;0;0;3,2;0,1;0;87,3;49;47;46;17;17;0,02;0,21;0,03;0,33;0,1;5,1;0,32;1;0,1;0,11;160;39;96;120;10;92;0;10;0,4;1,2
